"French Defense: Tarrasch Variation, Chistyakov Defense",0
"French Defense: Tarrasch Variation, Open System",2
"French Defense: Tarrasch Variation, Open System, Main Line",0
King's Pawn Game,7
Bishop's Opening,0
Elephant Gambit,1
Elephant Gambit: Paulsen Countergambit,0
King's Knight Opening,6
Philidor Defense,1
Philidor Defense: Hanham Variation,1
Philidor Defense: Lion Variation,0
King's Knight Opening: Normal Variation,4
Ponziani Opening,1
Ponziani Opening: Steinitz Variation,0
Scotch Game,1
Scotch Game: Mieses Variation,0
Scotch Game: Schmidt Variation,1
Giuoco Piano,0
Italian Game,1
Ruy Lopez,1
Ruy Lopez: Exchange Variation,1
"Ruy Lopez: Exchange Variation, Alapin Gambit",0
"Ruy Lopez: Exchange Variation, Normal Variation",1
Ruy Lopez: Morphy Defense,1
Closed Game,16
Queen's Pawn Game: Levitsky Attack,0
Queen's Pawn Game: Mason Variation,0
"Queen's Pawn Game: Veresov Attack, Richter Variation",0
Rapport-Jobava System,0
Richter-Veresov Attack,1
Queen's Pawn Game: Symmetrical Variation,2
"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1
Queen's Pawn Game: Zukertort Variation,2
Queen's Pawn Game: Colle System,1
"Queen's Pawn Game: Colle System, Traditional Colle",0
Queen's Gambit,11
Queen's Gambit Declined: Marshall Defense,1
Slav Defense,2
Slav Defense: Modern Line,2
Slav Defense: Three Knights Variation,1
Queen's Gambit Accepted,1
Queen's Gambit Accepted: Showalter Variation,0
Queen's Gambit Declined,9
Queen's Gambit Declined: Janowski Variation,0
Queen's Gambit Declined: Queen's Knight Variation,5
Queen's Gambit Declined: Exchange Variation,1
"Queen's Gambit Declined: Exchange Variation, Positional Variation",0
Queen's Gambit Declined: Harrwitz Attack,1
Queen's Gambit Declined: Normal Defense,4
"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",0
Queen's Gambit Declined: Three Knights Variation,5
Queen's Gambit Declined: Ragozin Defense,1
Queen's Gambit Declined: Semi-Tarrasch Defense,1
"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",0
Semi-Slav Defense,1
Queen's Gambit Declined: Modern Variation,1
Queen's Gambit Declined: Neo-Orthodox Variation,0
"Neo-Grünfeld Defense: Classical Variation, Original Defense",0
Grünfeld Defense,1
Grünfeld Defense: Stockholm Variation,0
Catalan Opening,0
Catalan Opening: Closed,0
"Catalan Opening: Closed, Main Line",0
Indian Defense: Anti-Nimzo-Indian,2
Tarrasch Defense: Symmetrical Variation,0
Queen's Indian Defense: Kasparov Variation,0
Nimzo-Indian Defense,1
"Nimzo-Indian Defense: Sämisch Variation, Accelerated",1
Nimzo-Indian Defense: Sämisch Variation,0
"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",0
Grünfeld Defense: Counterthrust Variation,0
"Indian Defense: King's Indian Variation, Fianchetto Variation",0
Indian Defense: West Indian Defense,5
"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",3
King's Indian Defense,2
King's Indian Defense: Normal Variation,3
"King's Indian Defense: Four Pawns Attack, Dynamic Attack",0
King's Indian Defense: Sämisch Variation,1
"King's Indian Defense: Sämisch Variation, Normal Defense",1
"King's Indian Defense: Sämisch Variation, Sämisch Gambit",0
"King's Indian Defense: Normal Variation, Rare Defenses",1
King's Indian Defense: Orthodox Variation,1
"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",1
"King's Indian Defense: Orthodox Variation, Classical System",0
